label,feature
4,4:1 34:1.0 9596:1.0 9597:1.0 26:1.0 85:1.0 86:1.0 834:1.0 2868:1.0 2869:1.0 114531:1.0 114532:1.0 92:1.0 1915:1.0 10693:1.0 682:1.0 101:1.0 396:1.0 1372:1.0 16523:1.0 96081:1.0 96082:1.0 138480:1.0 138481:1.0 138482:1.0 967:1.0 968:1.0 6847:1.0 19256:1.0 39555:1.0 10793:0.5 10793:0.5 2455:0.5 2456:0.5 618:1.0 212:1.0 
6,4:1 236:1.0 839:1.0 2872:1.0 26:1.0 85:1.0 1245:1.0 1908:1.0 8410:1.0 10689:1.0 10690:1.0 10691:1.0 92:1.0 93:1.0 15460:1.0 682:1.0 887:1.0 685:1.0 423:1.0 1340:1.0 10257:1.0 10258:1.0 10711:1.0 10712:1.0 1415:1.0 2011:1.0 10731:1.0 10732:1.0 10733:1.0 10734:1.0 138346:0.5 138347:0.5 10815:1.0 10816:1.0 1575:0.5 1576:0.5 204:1.0 212:1.0 
4,6:1 236:1.0 1913:1.0 10692:1.0 26:1.0 85:1.0 86:1.0 87:1.0 88:1.0 5192:1.0 15458:1.0 15459:1.0 275:1.0 885:1.0 886:1.0 101:1.0 398:1.0 936:1.0 138319:1.0 1407:1.0 75761:1.0 10763:1.0 10763:1.0 1099:0.5 1099:0.5 138362:1.0 138363:1.0 181:0.5 182:0.5 619:1.0 212:1.0 644:1.0 
7,4:1 236:1.0 799:1.0 5195:1.0 264:1.0 265:1.0 879:1.0 880:1.0 881:1.0 882:1.0 883:1.0 884:1.0 44:1.0 377:1.0 2249:1.0 682:1.0 413:1.0 414:1.0 960:1.0 460:1.0 461:1.0 1029:1.0 138330:1.0 138331:1.0 8232:0.5 1141:1.0 1142:1.0 1143:0.5 1144:0.5 643:1.0 
12,7:1 272:1.0 6235:1.0 6236:1.0 26:1.0 27:1.0 47:1.0 372:1.0 1932:1.0 2246:1.0 2247:1.0 2248:1.0 111:1.0 2290:1.0 8183:1.0 8184:1.0 8185:1.0 8186:1.0 8187:1.0 8188:1.0 8189:1.0 8190:1.0 132:1.0 988:1.0 989:1.0 990:1.0 991:1.0 3518:1.0 8207:1.0 8208:1.0 8209:1.0 8210:1.0 6338:1.0 6338:1.0 8234:1.0 178:1.0 8242:1.0 204:1.0 765:1.0 8409:1.0 642:1.0 
6,25:1 71:1.0 241:1.0 330:1.0 6459:1.0 6460:1.0 6461:1.0 6462:1.0 6463:1.0 92:1.0 239:1.0 21974:1.0 2545:1.0 106:1.0 399:1.0 6496:1.0 1407:1.0 1408:1.0 5757:1.0 152:1.0 596:0.5 597:0.5 617:1.0 213:1.0 
4,6:1 248:1.0 6464:1.0 6465:1.0 26:1.0 85:1.0 230:1.0 231:1.0 2670:1.0 21970:1.0 21971:1.0 21972:1.0 92:1.0 1915:1.0 2192:1.0 102:1.0 98:0.5 382:1.0 891:1.0 399:1.0 4996:1.0 7953:1.0 703:1.0 108548:1.0 50830:0.5 50831:0.5 204:1.0 214:1.0 
6,4:1 236:1.0 237:1.0 21973:1.0 26:1.0 85:1.0 1245:1.0 1908:1.0 2187:1.0 2188:1.0 2189:1.0 2190:1.0 92:1.0 841:1.0 1922:1.0 2546:1.0 381:1.0 98:0.5 99:1.0 685:1.0 423:1.0 2554:1.0 12553:1.0 22187:1.0 22188:1.0 22189:1.0 1426:1.0 5622:1.0 19935:1.0 22195:1.0 22196:1.0 22197:1.0 22215:1.0 1575:0.5 1576:0.5 204:1.0 212:1.0 215:1.0 
4,6:1 236:1.0 1913:1.0 2191:1.0 26:1.0 85:1.0 86:1.0 834:1.0 1917:1.0 1918:1.0 2909:1.0 2910:1.0 44:1.0 377:1.0 378:1.0 383:1.0 98:1.0 396:1.0 429:1.0 7397:1.0 462:1.0 123795:1.0 22205:1.0 22205:1.0 52769:0.5 52769:0.5 748:0.5 749:0.5 204:1.0 212:1.0 216:1.0 219:1.0 
11,4:1 236:1.0 839:1.0 1921:1.0 26:1.0 27:1.0 47:1.0 372:1.0 373:1.0 374:1.0 10398:1.0 10399:1.0 44:1.0 45:1.0 46:1.0 100:1.0 44360:1.0 52708:1.0 33268:1.0 52734:1.0 167:0.5 52783:1.0 52784:1.0 52785:0.5 52786:0.5 218:1.0 
1,11:1 34:1.0 2203:1.0 3221:1.0 26:1.0 27:1.0 28:1.0 37:1.0 38:1.0 39:1.0 40:1.0 41:1.0 111:1.0 112:1.0 113:1.0 114:1.0 115:1.0 116:1.0 117:1.0 118:1.0 119:1.0 120:1.0 132:1.0 133:1.0 134:1.0 135:1.0 136:1.0 137:1.0 138:1.0 139:1.0 140:1.0 141:1.0 52760:1.0 52760:1.0 740:1.0 178:1.0 184:1.0 17749:0.5 15092:0.5 204:1.0 205:1.0 217:1.0 
1,25:1 26:1.0 27:1.0 28:1.0 37:1.0 38:1.0 39:1.0 40:1.0 41:1.0 831:1.0 7792:1.0 7793:1.0 104:1.0 396:1.0 111:1.0 112:1.0 113:1.0 114:1.0 115:1.0 116:1.0 117:1.0 118:1.0 119:1.0 120:1.0 132:1.0 133:1.0 134:1.0 135:1.0 136:1.0 137:1.0 138:1.0 139:1.0 140:1.0 141:1.0 152:1.0 1751:1.0 57156:0.5 7865:0.5 8646:1.0 184:1.0 127898:0.5 127899:0.5 1831:1.0 765:1.0 205:1.0 8658:1.0 213:1.0 
3,1:1 34:1.0 42:1.0 43:1.0 71:1.0 821:1.0 1261:1.0 7785:1.0 7786:1.0 7787:1.0 7788:1.0 7789:1.0 44:1.0 45:1.0 46:1.0 103:1.0 107:1.0 3247:1.0 4410:1.0 7808:1.0 7809:1.0 7810:1.0 7811:1.0 451:1.0 1024:1.0 7823:1.0 7824:1.0 7825:1.0 7826:1.0 158:1.0 8642:1.0 167:0.5 42375:1.0 57174:1.0 7887:1.0 1602:0.5 1603:0.5 618:1.0 772:1.0 214:1.0 
1,3:1 828:1.0 7790:1.0 7791:1.0 26:1.0 27:1.0 28:1.0 37:1.0 38:1.0 39:1.0 40:1.0 41:1.0 275:1.0 276:1.0 277:1.0 105:1.0 111:1.0 112:1.0 113:1.0 114:1.0 115:1.0 116:1.0 117:1.0 118:1.0 119:1.0 120:1.0 132:1.0 133:1.0 134:1.0 135:1.0 136:1.0 137:1.0 138:1.0 139:1.0 140:1.0 141:1.0 57143:1.0 7846:1.0 42368:1.0 540:0.5 540:0.5 22162:1.0 184:1.0 13664:0.5 3130:0.5 204:1.0 205:1.0 215:1.0 
7,1:1 34:1.0 42:1.0 43:1.0 264:1.0 265:1.0 266:1.0 267:1.0 268:1.0 269:1.0 270:1.0 271:1.0 787:1.0 1302:1.0 1303:1.0 387:1.0 413:1.0 414:1.0 460:1.0 461:1.0 158:1.0 22149:1.0 1543:0.5 1544:0.5 583:1.0 584:1.0 585:0.5 586:0.5 60204:1.0 216:1.0 
2,7:1 272:1.0 273:1.0 274:1.0 57:1.0 777:1.0 1294:1.0 1295:1.0 1296:1.0 1297:1.0 1298:1.0 1299:1.0 82:1.0 3189:1.0 27676:1.0 379:1.0 101:0.5 104:1.0 395:1.0 423:1.0 689:1.0 1407:1.0 1430:1.0 504:1.0 504:1.0 27784:0.5 27784:0.5 72391:1.0 1596:1.0 1597:1.0 573:0.5 574:0.5 618:1.0 
3,2:1 784:1.0 1300:1.0 1301:1.0 71:1.0 72:1.0 1304:1.0 3182:1.0 27671:1.0 27672:1.0 27673:1.0 27674:1.0 92:1.0 262:1.0 9603:1.0 380:1.0 103:1.0 382:1.0 395:1.0 404:1.0 897:1.0 27697:1.0 1407:1.0 1408:1.0 27722:1.0 1488:1.0 1489:1.0 72369:1.0 9785:0.5 9785:0.5 27812:1.0 27813:1.0 748:0.5 749:0.5 204:1.0 
6,3:1 79:1.0 3187:1.0 27675:1.0 26:1.0 85:1.0 254:1.0 255:1.0 256:1.0 9599:1.0 9600:1.0 9601:1.0 92:1.0 809:1.0 2167:1.0 105:1.0 381:1.0 99:1.0 685:1.0 423:1.0 1940:1.0 2547:1.0 2548:1.0 9643:1.0 9644:1.0 9645:1.0 471:1.0 5993:1.0 9693:1.0 9694:1.0 9695:1.0 9696:1.0 9697:1.0 27755:1.0 27755:1.0 9818:1.0 9819:1.0 1108:0.5 1109:0.5 204:1.0 212:1.0 
4,6:1 236:1.0 260:1.0 9602:1.0 26:1.0 85:1.0 230:1.0 802:1.0 803:1.0 2163:1.0 5363:1.0 5364:1.0 853:1.0 854:1.0 855:1.0 383:1.0 98:1.0 103:0.5 889:1.0 106:1.0 404:1.0 905:1.0 17006:1.0 25895:1.0 2737:1.0 2738:1.0 9745:1.0 9745:1.0 1087:0.5 1087:0.5 1575:0.5 1576:0.5 204:1.0 
13,4:1 236:1.0 807:1.0 2166:1.0 264:1.0 843:1.0 844:1.0 845:1.0 846:1.0 847:1.0 848:1.0 849:1.0 660:1.0 3686:1.0 3687:1.0 100:1.0 888:1.0 381:0.8571428571428571 101:0.7142857142857143 98:0.5714285714285714 388:0.42857142857142855 391:0.2857142857142857 103:0.14285714285714285 387:1.0 891:1.0 936:1.0 937:1.0 938:1.0 471:1.0 1007:1.0 1008:1.0 17583:0.5 3909:0.5 43870:1.0 1129:1.0 1130:1.0 748:0.5 749:0.5 204:1.0 
5,13:1 850:1.0 851:1.0 852:1.0 26:1.0 220:1.0 3678:1.0 3679:1.0 3680:1.0 3681:1.0 3682:1.0 3683:1.0 92:1.0 670:1.0 6811:1.0 890:1.0 379:1.0 101:0.5 99:1.0 106:1.0 954:1.0 2255:1.0 2256:1.0 3741:1.0 474:1.0 475:1.0 476:1.0 3796:1.0 1053:1.0 1053:1.0 43849:1.0 6893:0.5 6893:0.5 17608:1.0 3959:1.0 596:0.5 597:0.5 618:1.0 212:1.0 
4,5:1 227:1.0 3684:1.0 3685:1.0 26:1.0 85:1.0 86:1.0 663:1.0 1870:1.0 6807:1.0 6808:1.0 6809:1.0 327:1.0 3180:1.0 3181:1.0 380:1.0 98:1.0 103:0.6666666666666666 381:0.3333333333333333 389:1.0 106:1.0 936:1.0 937:1.0 1368:1.0 462:1.0 6841:1.0 6842:1.0 17565:1.0 3859:1.0 3369:0.5 3369:0.5 83113:1.0 6917:1.0 6918:1.0 748:0.5 749:0.5 204:1.0 212:1.0 
14,4:1 236:1.0 668:1.0 6810:1.0 71:1.0 317:1.0 353:1.0 3173:1.0 3174:1.0 3175:1.0 3176:1.0 3177:1.0 350:1.0 680:1.0 681:1.0 100:1.0 388:1.0 683:0.8333333333333334 391:0.6666666666666666 381:0.5 103:0.3333333333333333 101:0.16666666666666666 389:1.0 398:1.0 441:1.0 3236:1.0 2570:1.0 3278:1.0 6867:1.0 6867:1.0 83092:1.0 733:0.5 733:0.5 89497:1.0 3418:1.0 3419:1.0 744:0.5 745:0.5 204:1.0 212:1.0 
9,14:1 324:1.0 3178:1.0 3179:1.0 264:1.0 340:1.0 672:1.0 673:1.0 674:1.0 675:1.0 676:1.0 677:1.0 44:1.0 1321:1.0 3218:1.0 390:1.0 388:1.0 683:0.75 381:0.5 391:0.25 5955:1.0 398:1.0 697:1.0 698:1.0 699:1.0 700:1.0 144:1.0 711:1.0 712:1.0 713:1.0 3325:1.0 3325:1.0 89483:1.0 51912:0.5 51912:0.5 754:1.0 755:1.0 197:0.5 198:0.5 204:1.0 
20,9:1 347:1.0 678:1.0 679:1.0 26:1.0 27:1.0 47:1.0 1314:1.0 3132:1.0 3214:1.0 11370:1.0 11371:1.0 275:1.0 276:1.0 277:1.0 390:1.0 1331:1.0 397:1.0 3247:1.0 4410:1.0 21332:1.0 144:1.0 6843:1.0 21361:1.0 723:1.0 723:1.0 540:0.5 540:0.5 58138:1.0 21453:1.0 748:0.5 749:0.5 204:1.0 774:1.0 
7,20:1 34:1.0 1319:1.0 3217:1.0 264:1.0 265:1.0 266:1.0 267:1.0 268:1.0 269:1.0 270:1.0 271:1.0 44:1.0 377:1.0 378:1.0 3222:1.0 413:1.0 414:1.0 460:1.0 461:1.0 21391:1.0 21391:1.0 88213:0.5 88213:0.5 583:1.0 584:1.0 585:0.5 586:0.5 
11,7:1 272:1.0 273:1.0 274:1.0 26:1.0 27:1.0 47:1.0 372:1.0 373:1.0 374:1.0 375:1.0 376:1.0 831:1.0 7792:1.0 7793:1.0 104:1.0 2289:1.0 34374:1.0 88191:1.0 142:1.0 489:1.0 88192:1.0 504:1.0 504:1.0 57156:0.5 7865:0.5 88220:1.0 88221:1.0 88222:0.5 34459:0.5 621:1.0 622:1.0 623:1.0 34461:1.0 
3,11:1 34:1.0 2203:1.0 3221:1.0 71:1.0 821:1.0 1261:1.0 7785:1.0 7786:1.0 7787:1.0 7788:1.0 7789:1.0 327:1.0 2239:1.0 14952:1.0 103:1.0 387:1.0 107:1.0 3247:1.0 4410:1.0 7808:1.0 7809:1.0 7810:1.0 7811:1.0 451:1.0 1024:1.0 7823:1.0 7824:1.0 7825:1.0 7826:1.0 15030:0.5 15030:0.5 53808:1.0 57174:1.0 7887:1.0 1602:0.5 1603:0.5 618:1.0 
2,3:1 828:1.0 7790:1.0 7791:1.0 71:1.0 317:1.0 2231:1.0 2232:1.0 2233:1.0 14948:1.0 14949:1.0 14950:1.0 251:1.0 1184:1.0 2221:1.0 105:1.0 379:1.0 389:1.0 395:1.0 1338:1.0 4763:1.0 14963:1.0 1407:1.0 9540:1.0 14975:1.0 57143:1.0 7846:1.0 53788:1.0 2436:0.5 2436:0.5 15043:1.0 15044:1.0 748:0.5 749:0.5 204:1.0 
9,2:1 324:1.0 2237:1.0 14951:1.0 71:1.0 241:1.0 298:1.0 1177:1.0 2216:1.0 2217:1.0 2218:1.0 2219:1.0 327:1.0 328:1.0 329:1.0 380:1.0 388:1.0 381:0.5 387:1.0 398:1.0 1355:1.0 2282:1.0 143:1.0 2336:1.0 15002:1.0 15002:1.0 554:0.5 554:0.5 2438:1.0 2483:1.0 2484:1.0 744:0.5 745:0.5 204:1.0 212:1.0 
2,9:1 248:1.0 1182:1.0 2220:1.0 71:1.0 317:1.0 318:1.0 319:1.0 320:1.0 321:1.0 322:1.0 323:1.0 251:1.0 4156:1.0 4157:1.0 390:1.0 379:1.0 103:0.6666666666666666 683:0.3333333333333333 389:1.0 395:1.0 426:1.0 427:1.0 428:1.0 474:1.0 475:1.0 476:1.0 2389:1.0 2389:1.0 2390:1.0 4253:0.5 4253:0.5 72250:1.0 2485:1.0 603:1.0 748:0.5 749:0.5 204:1.0 62643:1.0 212:1.0 
3,2:1 324:1.0 325:1.0 326:1.0 71:1.0 241:1.0 330:1.0 4149:1.0 4150:1.0 4151:1.0 4152:1.0 4153:1.0 660:1.0 18474:1.0 29110:1.0 380:1.0 388:1.0 103:0.75 381:0.5 98:0.25 387:1.0 398:1.0 423:1.0 4182:1.0 4183:1.0 4184:1.0 984:1.0 985:1.0 4205:1.0 4206:1.0 518:1.0 518:1.0 72223:1.0 29195:0.5 29195:0.5 98636:1.0 4276:1.0 4277:1.0 197:0.5 198:0.5 204:1.0 212:1.0 
5,3:1 248:1.0 4154:1.0 4155:1.0 26:1.0 220:1.0 3678:1.0 18467:1.0 29105:1.0 29106:1.0 29107:1.0 29108:1.0 92:1.0 809:1.0 810:1.0 390:1.0 379:1.0 395:1.0 404:1.0 1697:1.0 5600:1.0 1407:1.0 9540:1.0 29136:1.0 4231:1.0 4231:1.0 98612:1.0 32638:0.5 32638:0.5 29219:1.0 29220:1.0 748:0.5 749:0.5 204:1.0 212:1.0 2522:1.0 
4,5:1 227:1.0 18472:1.0 29109:1.0 26:1.0 85:1.0 230:1.0 802:1.0 803:1.0 804:1.0 28137:1.0 28138:1.0 275:1.0 276:1.0 277:1.0 380:1.0 404:1.0 3237:1.0 3238:1.0 32599:1.0 32600:1.0 32601:1.0 446:1.0 17710:1.0 21802:1.0 21803:1.0 21804:1.0 32614:1.0 29166:1.0 29166:1.0 540:0.5 540:0.5 32649:1.0 32650:1.0 1575:0.5 1576:0.5 204:1.0 2521:1.0 
7,4:1 236:1.0 807:1.0 808:1.0 264:1.0 265:1.0 266:1.0 267:1.0 268:1.0 269:1.0 270:1.0 271:1.0 413:1.0 414:1.0 460:1.0 461:1.0 32627:1.0 32627:1.0 13738:1.0 178:1.0 583:1.0 584:1.0 585:0.5 586:0.5 32660:1.0 2520:1.0 
17,25:1 327:1.0 328:1.0 329:1.0 387:1.0 1355:1.0 2282:1.0 1742:1.0 50557:1.0 50558:1.0 50559:1.0 152:1.0 553:0.5 554:0.5 12350:1.0 1832:1.0 6670:1.0 213:1.0 
2,17:1 71:1.0 317:1.0 318:1.0 319:1.0 320:1.0 321:1.0 322:1.0 323:1.0 1858:1.0 2881:1.0 42564:1.0 379:1.0 101:0.5 99:1.0 395:1.0 426:1.0 427:1.0 428:1.0 474:1.0 475:1.0 476:1.0 42595:0.5 42595:0.5 72054:1.0 602:1.0 603:1.0 600:0.5 601:0.5 618:1.0 212:1.0 214:1.0 
3,2:1 324:1.0 325:1.0 326:1.0 57:1.0 1848:1.0 1849:1.0 2874:1.0 42559:1.0 42560:1.0 42561:1.0 42562:1.0 82:1.0 1868:1.0 16042:1.0 380:1.0 98:1.0 104:1.0 685:1.0 109:1.0 2934:1.0 2935:1.0 42565:1.0 42566:1.0 42567:1.0 42568:1.0 1407:1.0 1408:1.0 4061:1.0 4062:1.0 42572:1.0 42573:1.0 42574:1.0 517:1.0 518:1.0 72038:1.0 16197:0.5 16197:0.5 42610:1.0 42611:1.0 36857:0.5 36858:0.5 204:1.0 215:1.0 
3,3:1 1855:1.0 2879:1.0 42563:1.0 71:1.0 72:1.0 1304:1.0 1861:1.0 8885:1.0 16038:1.0 16039:1.0 16040:1.0 1663:1.0 1664:1.0 1665:1.0 100:1.0 103:1.0 387:1.0 107:1.0 423:1.0 5586:1.0 16090:1.0 16091:1.0 444:1.0 1985:1.0 16134:1.0 16135:1.0 42580:1.0 42580:1.0 1782:0.5 1782:0.5 16228:1.0 16229:1.0 197:0.5 198:0.5 204:1.0 212:1.0 216:1.0 
5,3:1 79:1.0 1866:1.0 16041:1.0 26:1.0 1653:1.0 1654:1.0 1655:1.0 1656:1.0 1657:1.0 1658:1.0 1659:1.0 92:1.0 93:1.0 19501:1.0 105:1.0 379:1.0 102:0.8571428571428571 98:0.7142857142857143 101:0.5714285714285714 381:0.42857142857142855 95:0.2857142857142857 388:0.14285714285714285 1343:1.0 471:1.0 16164:1.0 16164:1.0 19601:0.5 19601:0.5 1811:1.0 1812:1.0 193:0.5 194:0.5 204:1.0 
8,5:1 1660:1.0 1661:1.0 1662:1.0 26:1.0 85:1.0 86:1.0 87:1.0 795:1.0 19497:1.0 19498:1.0 19499:1.0 92:1.0 841:1.0 7485:1.0 380:1.0 99:1.0 396:1.0 399:1.0 4996:1.0 7953:1.0 19523:1.0 19524:1.0 19525:1.0 451:1.0 1421:1.0 1422:1.0 19546:1.0 19547:1.0 19548:1.0 1758:1.0 1758:1.0 19965:1.0 19627:1.0 1575:0.5 1576:0.5 204:1.0 212:1.0 
4,8:1 236:1.0 799:1.0 19500:1.0 26:1.0 85:1.0 86:1.0 834:1.0 1677:1.0 7481:1.0 8533:1.0 39605:1.0 44:1.0 377:1.0 2205:1.0 98:1.0 103:0.5 96:1.0 396:1.0 423:1.0 4182:1.0 13681:1.0 1976:1.0 19260:1.0 40170:1.0 40171:1.0 19572:1.0 19572:1.0 2432:0.5 2432:0.5 197:0.5 198:0.5 204:1.0 
7,4:1 236:1.0 839:1.0 7484:1.0 26:1.0 27:1.0 47:1.0 372:1.0 2199:1.0 2200:1.0 2201:1.0 2202:1.0 327:1.0 5919:1.0 8090:1.0 100:1.0 95:1.0 887:1.0 2281:1.0 2334:1.0 2477:1.0 2478:1.0 2479:0.5 2480:0.5 
2,7:1 34:1.0 2203:1.0 2204:1.0 71:1.0 317:1.0 318:1.0 5906:1.0 8085:1.0 8086:1.0 8087:1.0 8088:1.0 1223:1.0 19207:1.0 33779:1.0 97:1.0 101:1.0 104:1.0 106:1.0 434:1.0 1335:1.0 6500:1.0 474:1.0 3267:1.0 74039:1.0 2385:1.0 2385:1.0 33874:0.5 33874:0.5 596:0.5 597:0.5 618:1.0 
3,2:1 324:1.0 5911:1.0 8089:1.0 57:1.0 1213:1.0 7775:1.0 19200:1.0 33774:1.0 33775:1.0 33776:1.0 33777:1.0 831:1.0 2185:1.0 3712:1.0 682:1.0 103:1.0 388:0.5 104:1.0 107:1.0 1343:1.0 16997:1.0 17373:1.0 33780:1.0 33781:1.0 1026:1.0 2748:1.0 2749:1.0 33813:1.0 33814:1.0 55837:0.5 55837:0.5 33907:1.0 33908:1.0 1116:0.5 1117:0.5 204:1.0 
3,3:1 1220:1.0 19205:1.0 33778:1.0 71:1.0 821:1.0 1226:1.0 2178:1.0 2179:1.0 3708:1.0 25698:1.0 25699:1.0 44:1.0 286:1.0 287:1.0 105:1.0 103:1.0 98:0.5 107:1.0 423:1.0 7529:1.0 12543:1.0 984:1.0 985:1.0 8919:1.0 33846:1.0 33846:1.0 87278:0.5 87278:0.5 55870:1.0 55871:1.0 748:0.5 749:0.5 204:1.0 212:1.0 
8,3:1 828:1.0 2183:1.0 3711:1.0 26:1.0 27:1.0 278:1.0 279:1.0 280:1.0 281:1.0 282:1.0 283:1.0 275:1.0 296:1.0 297:1.0 105:1.0 96:1.0 396:1.0 429:1.0 11131:1.0 87203:1.0 87204:1.0 87205:1.0 967:1.0 2330:1.0 2331:1.0 87216:1.0 87217:1.0 55801:1.0 55801:1.0 545:0.5 545:0.5 87299:1.0 1116:0.5 1117:0.5 204:1.0 640:1.0 774:1.0 1639:1.0 1640:1.0 3591:1.0 
7,8:1 34:1.0 284:1.0 285:1.0 264:1.0 265:1.0 288:1.0 289:1.0 290:1.0 291:1.0 292:1.0 293:1.0 44:1.0 377:1.0 2245:1.0 95:1.0 96:1.0 419:1.0 467:1.0 87245:1.0 87245:1.0 2443:0.5 2443:0.5 12971:1.0 591:1.0 592:1.0 593:0.5 190:0.5 644:1.0 
7,7:1 272:1.0 294:1.0 295:1.0 26:1.0 27:1.0 47:1.0 372:1.0 2199:1.0 2241:1.0 2242:1.0 2243:1.0 97:1.0 95:1.0 2289:1.0 2341:1.0 509:1.0 509:1.0 12951:1.0 8831:1.0 178:1.0 2490:1.0 2491:1.0 2492:0.5 2493:0.5 2133:1.0 643:1.0 
0,25:1 26:1.0 27:1.0 28:1.0 29:1.0 30:1.0 31:1.0 32:1.0 33:1.0 44:1.0 45:1.0 46:1.0 106:1.0 109:1.0 110:1.0 130:1.0 131:1.0 152:1.0 153:1.0 167:0.5 168:1.0 179:1.0 180:1.0 181:0.5 182:0.5 203:1.0 206:1.0 213:1.0 
1,0:1 34:1.0 35:1.0 36:1.0 26:1.0 27:1.0 28:1.0 37:1.0 38:1.0 39:1.0 40:1.0 41:1.0 44:1.0 55:1.0 56:1.0 96:1.0 111:1.0 112:1.0 113:1.0 114:1.0 115:1.0 116:1.0 117:1.0 118:1.0 119:1.0 120:1.0 132:1.0 133:1.0 134:1.0 135:1.0 136:1.0 137:1.0 138:1.0 139:1.0 140:1.0 141:1.0 154:1.0 155:1.0 156:1.0 169:0.5 169:0.5 170:1.0 184:1.0 204:1.0 765:1.0 205:1.0 207:1.0 214:1.0 
0,1:1 34:1.0 42:1.0 43:1.0 26:1.0 27:1.0 47:1.0 48:1.0 49:1.0 50:1.0 51:1.0 52:1.0 44:1.0 45:1.0 46:1.0 95:1.0 121:1.0 142:1.0 158:1.0 159:1.0 167:0.5 3384:1.0 187:1.0 188:1.0 189:0.5 190:0.5 772:1.0 215:1.0 
1,0:1 34:1.0 53:1.0 54:1.0 26:1.0 27:1.0 28:1.0 37:1.0 38:1.0 39:1.0 40:1.0 41:1.0 831:1.0 9484:1.0 57322:1.0 97:1.0 104:1.0 111:1.0 112:1.0 113:1.0 114:1.0 115:1.0 116:1.0 117:1.0 118:1.0 119:1.0 120:1.0 132:1.0 133:1.0 134:1.0 135:1.0 136:1.0 137:1.0 138:1.0 139:1.0 140:1.0 141:1.0 160:1.0 160:1.0 3336:1.0 95350:0.5 95350:0.5 184:1.0 204:1.0 205:1.0 216:1.0 
3,1:1 34:1.0 42:1.0 43:1.0 71:1.0 821:1.0 822:1.0 9477:1.0 39678:1.0 57318:1.0 57319:1.0 57320:1.0 350:1.0 351:1.0 352:1.0 103:1.0 389:1.0 396:1.0 429:1.0 430:1.0 9641:1.0 39059:1.0 1407:1.0 1408:1.0 52918:1.0 95340:1.0 158:1.0 560:0.5 560:0.5 95352:1.0 108486:1.0 95359:1.0 197:0.5 198:0.5 204:1.0 29431:1.0 
9,3:1 828:1.0 9482:1.0 57321:1.0 264:1.0 340:1.0 341:1.0 342:1.0 343:1.0 344:1.0 345:1.0 346:1.0 327:1.0 361:1.0 362:1.0 105:1.0 388:1.0 391:0.8571428571428571 683:0.7142857142857143 102:0.5714285714285714 98:0.42857142857142855 101:0.2857142857142857 103:0.14285714285714285 393:1.0 398:1.0 434:1.0 435:1.0 143:1.0 482:1.0 95345:1.0 95345:1.0 95346:1.0 563:0.5 563:0.5 564:1.0 743:1.0 607:1.0 744:0.5 745:0.5 204:1.0 95362:1.0 212:1.0 
5,9:1 347:1.0 348:1.0 349:1.0 71:1.0 317:1.0 353:1.0 354:1.0 355:1.0 356:1.0 357:1.0 358:1.0 92:1.0 239:1.0 3166:1.0 390:1.0 392:1.0 391:0.6666666666666666 1331:0.3333333333333333 99:1.0 395:1.0 423:1.0 424:1.0 436:1.0 437:1.0 438:1.0 446:1.0 483:1.0 484:1.0 485:1.0 486:1.0 524:1.0 524:1.0 525:1.0 136375:0.5 136375:0.5 1810:1.0 609:1.0 1116:0.5 1117:0.5 204:1.0 212:1.0 
4,5:1 324:1.0 359:1.0 360:1.0 26:1.0 85:1.0 230:1.0 231:1.0 232:1.0 3162:1.0 4031:1.0 4032:1.0 82:1.0 5942:1.0 6212:1.0 394:1.0 98:1.0 99:1.0 107:1.0 434:1.0 435:1.0 79211:1.0 105698:1.0 105699:1.0 105700:1.0 967:1.0 3826:1.0 11646:1.0 105701:1.0 105702:1.0 105703:1.0 527:1.0 527:1.0 6356:0.5 6356:0.5 136388:1.0 105724:1.0 1575:0.5 1576:0.5 204:1.0 775:1.0 
3,4:1 236:1.0 237:1.0 3165:1.0 71:1.0 72:1.0 1167:1.0 5935:1.0 6207:1.0 6208:1.0 6209:1.0 6210:1.0 327:1.0 328:1.0 329:1.0 100:1.0 98:1.0 103:0.6666666666666666 101:0.3333333333333333 387:1.0 106:1.0 423:1.0 1360:1.0 6243:1.0 6244:1.0 984:1.0 2302:1.0 6276:1.0 6277:1.0 105706:1.0 105706:1.0 554:0.5 554:0.5 6358:1.0 6396:1.0 6397:1.0 197:0.5 198:0.5 204:1.0 212:1.0 641:1.0 4403:1.0 
2,3:1 79:1.0 5940:1.0 6211:1.0 71:1.0 317:1.0 318:1.0 319:1.0 320:1.0 321:1.0 322:1.0 323:1.0 100:1.0 379:1.0 103:0.6666666666666666 683:0.3333333333333333 395:1.0 426:1.0 427:1.0 428:1.0 474:1.0 475:1.0 476:1.0 6314:1.0 6314:1.0 6315:1.0 8046:1.0 178:1.0 2485:1.0 603:1.0 748:0.5 749:0.5 204:1.0 85973:1.0 212:1.0 6802:1.0 
5,25:1 26:1.0 220:1.0 221:1.0 222:1.0 223:1.0 224:1.0 225:1.0 226:1.0 92:1.0 670:1.0 5934:1.0 379:1.0 101:0.5 99:1.0 395:1.0 399:1.0 400:1.0 444:1.0 445:1.0 152:1.0 491:1.0 88330:0.5 88330:0.5 571:1.0 572:1.0 573:0.5 574:0.5 617:1.0 212:1.0 213:1.0 
